[1.86626453e-01 3.89461395e-01 9.01937020e-01 4.79277347e+02],[-3.21937816e-01 -8.43130112e-01  4.30682779e-01  3.98604320e+02],[ 9.28184577e-01 -3.70744434e-01 -3.19680315e-02 -8.48097429e+02],[0. 0. 0. 1.]
[1.68701094e-01 3.62887526e-01 9.16434713e-01 4.76817384e+02],[-2.45184418e-01 -8.85086541e-01  3.95608918e-01  4.06224066e+02],[ 9.54685572e-01 -2.91435169e-01 -6.03407012e-02 -8.54502036e+02],[0. 0. 0. 1.]
[1.54410957e-01 4.03017715e-01 9.02072047e-01 4.74495984e+02],[-2.16139231e-01 -8.77128054e-01  4.28870855e-01  3.99693550e+02],[ 9.64075251e-01 -2.61195518e-01 -4.83302428e-02 -8.55571850e+02],[0. 0. 0. 1.]
[1.77401361e-01 4.35518928e-01 8.82525932e-01 4.73832731e+02],[-2.60820043e-01 -8.43877402e-01  4.68875075e-01  4.00647689e+02],[ 9.48947661e-01 -3.13359528e-01 -3.61129337e-02 -8.54010531e+02],[0. 0. 0. 1.]
[2.00419723e-01 4.65703825e-01 8.61946566e-01 4.77911538e+02],[-2.04546822e-01 -8.40517964e-01  5.01687303e-01  3.97612642e+02],[ 9.58119268e-01 -2.76856461e-01 -7.31981401e-02 -8.50187231e+02],[0. 0. 0. 1.]
[1.36802936e-01 3.53529582e-01 9.25365761e-01 4.80932869e+02],[-2.73783670e-01 -8.84267468e-01  3.78303512e-01  3.95544611e+02],[ 9.52012321e-01 -3.05103065e-01 -2.41797592e-02 -8.51234229e+02],[0. 0. 0. 1.]
[2.12404322e-01 3.73264340e-01 9.03082575e-01 4.84039769e+02],[-3.63873473e-01 -8.27496015e-01  4.27605473e-01  3.98484381e+02],[ 9.06907107e-01 -4.19433043e-01 -3.99427382e-02 -8.45880961e+02],[0. 0. 0. 1.]
[1.98636665e-01 4.68627794e-01 8.60773760e-01 4.72064840e+02],[-2.08750465e-01 -8.37891400e-01  5.04342389e-01  4.01399277e+02],[ 9.57583792e-01 -2.79867813e-01 -6.86096838e-02 -8.49214106e+02],[0. 0. 0. 1.]
[1.71771452e-01 4.12790940e-01 8.94482089e-01 4.79469218e+02],[-2.11423010e-01 -8.71374052e-01  4.42727425e-01  4.08736913e+02],[ 9.62182352e-01 -2.65162029e-01 -6.24036831e-02 -8.54688342e+02],[0. 0. 0. 1.]
[1.67283920e-01 4.06647201e-01 8.98139268e-01 4.79648237e+02],[-1.90997970e-01 -8.80351095e-01  4.34167853e-01  4.00364550e+02],[ 9.67231030e-01 -2.44172077e-01 -6.95997922e-02 -8.48341397e+02],[0. 0. 0. 1.]
[1.42274552e-01 3.35586506e-01 9.31203334e-01 4.72374029e+02],[-2.99067258e-01 -8.82230838e-01  3.63631027e-01  3.99629933e+02],[ 9.43565963e-01 -3.30227869e-01 -2.51560612e-02 -8.55882096e+02],[0. 0. 0. 1.]
[2.05945746e-01 4.26113874e-01 8.80916180e-01 4.73124104e+02],[-3.15049075e-01 -8.23411009e-01  4.71951682e-01  4.04129032e+02],[ 9.26461240e-01 -3.74728269e-01 -3.53312127e-02 -8.44683004e+02],[0. 0. 0. 1.]
[1.49038384e-01 3.61024691e-01 9.20569787e-01 4.83345320e+02],[-2.34662152e-01 -8.91459557e-01  3.87599706e-01  4.01263473e+02],[ 9.60583799e-01 -2.73790121e-01 -4.81428607e-02 -8.55631055e+02],[0. 0. 0. 1.]
[2.26126038e-01 4.18874006e-01 8.79438220e-01 4.79490475e+02],[-2.33371433e-01 -8.53234793e-01  4.66399144e-01  3.98256070e+02],[ 9.45729765e-01 -3.10700748e-01 -9.51853758e-02 -8.43033601e+02],[0. 0. 0. 1.]
[1.70559566e-01 4.20854239e-01 8.90949574e-01 4.83969141e+02],[-2.46661297e-01 -8.57173447e-01  4.52119327e-01  3.95656914e+02],[ 9.53974653e-01 -2.96876054e-01 -4.23906787e-02 -8.50075240e+02],[0. 0. 0. 1.]
[1.40295420e-01 3.70868751e-01 9.18026996e-01 4.78368118e+02],[-2.44552813e-01 -8.85489671e-01  3.95097410e-01  4.04969447e+02],[ 9.59432706e-01 -2.79936441e-01 -3.35331489e-02 -8.52608007e+02],[0. 0. 0. 1.]
[1.64519357e-01 3.88296537e-01 9.06729938e-01 4.83011733e+02],[-1.53137119e-01 -8.98054791e-01  4.12367089e-01  4.07573033e+02],[ 9.74413877e-01 -2.06696379e-01 -8.82847843e-02 -8.54056890e+02],[0. 0. 0. 1.]
[1.95926013e-01 3.85300603e-01 9.01751874e-01 4.71292886e+02],[-3.48479009e-01 -8.32194131e-01  4.31294921e-01  3.97405259e+02],[ 9.16610810e-01 -3.98743494e-01 -2.87793059e-02 -8.52051999e+02],[0. 0. 0. 1.]
[1.56188064e-01 3.72946750e-01 9.14612492e-01 4.78398830e+02],[-2.95857217e-01 -8.65796706e-01  4.03564828e-01  3.97495915e+02],[ 9.42376674e-01 -3.33626716e-01 -2.48881234e-02 -8.55759191e+02],[0. 0. 0. 1.]
[1.92647837e-01 4.13300946e-01 8.89982662e-01 4.77349747e+02],[-2.45619544e-01 -8.57789319e-01  4.51518021e-01  4.00795849e+02],[ 9.50030447e-01 -3.05581106e-01 -6.37364667e-02 -8.56479015e+02],[0. 0. 0. 1.]
[2.22814919e-01 4.17214907e-01 8.81070504e-01 4.78036136e+02],[-2.94700368e-01 -8.32678301e-01  4.68826769e-01  4.02952877e+02],[ 9.29249808e-01 -3.64113401e-01 -6.25797613e-02 -8.56511517e+02],[0. 0. 0. 1.]
[1.53500950e-01 3.47185117e-01 9.25148611e-01 4.82670316e+02],[-2.41831238e-01 -8.94575136e-01  3.75836373e-01  4.08355399e+02],[ 9.58099739e-01 -2.81421074e-01 -5.33579264e-02 -8.55962907e+02],[0. 0. 0. 1.]
[2.08093157e-01 3.92006214e-01 8.96118500e-01 4.72462418e+02],[-2.98955567e-01 -8.46840235e-01  4.39871783e-01  3.98575261e+02],[ 9.31301674e-01 -3.59433922e-01 -5.90292180e-02 -8.44809405e+02],[0. 0. 0. 1.]
[1.85737110e-01 4.20951673e-01 8.87863399e-01 4.73426519e+02],[-2.99606747e-01 -8.36295705e-01  4.59178932e-01  4.08617623e+02],[ 9.35808486e-01 -3.51296432e-01 -2.92111863e-02 -8.52693658e+02],[0. 0. 0. 1.]
[1.87794141e-01 4.16719716e-01 8.89425679e-01 4.76432758e+02],[-2.35259752e-01 -8.60093599e-01  4.52649809e-01  4.07149924e+02],[ 9.53617434e-01 -2.94251047e-01 -6.34831612e-02 -8.46640219e+02],[0. 0. 0. 1.]
[2.10449837e-01 3.92229194e-01 8.95470337e-01 4.74283990e+02],[-2.53888842e-01 -8.62626530e-01  4.37511058e-01  4.06830880e+02],[ 9.44061080e-01 -3.19424058e-01 -8.19569970e-02 -8.45586278e+02],[0. 0. 0. 1.]
[1.75165351e-01 4.39517503e-01 8.80988913e-01 4.78948084e+02],[-2.01572247e-01 -8.59858672e-01  4.69054041e-01  3.99082846e+02],[ 9.63683418e-01 -2.59744930e-01 -6.20229155e-02 -8.43668065e+02],[0. 0. 0. 1.]
[2.39107566e-01 4.43532722e-01 8.63774448e-01 4.81804904e+02],[-3.58542315e-01 -7.86380925e-01  5.03043188e-01  3.95231363e+02],[ 9.02371864e-01 -4.29981123e-01 -2.90043797e-02 -8.52286997e+02],[0. 0. 0. 1.]
[1.47693089e-01 3.43707488e-01 9.27389839e-01 4.70989523e+02],[-2.72671761e-01 -8.87183281e-01  3.72231027e-01  4.03736647e+02],[ 9.50703351e-01 -3.07848971e-01 -3.73115135e-02 -8.55425451e+02],[0. 0. 0. 1.]
[2.48025792e-01 4.36698430e-01 8.64741399e-01 4.70646465e+02],[-3.70040614e-01 -7.82239510e-01  5.01169925e-01  3.99209571e+02],[ 8.95295008e-01 -4.44292505e-01 -3.24194189e-02 -8.55373330e+02],[0. 0. 0. 1.]
[1.71061658e-01 3.47928384e-01 9.21782918e-01 4.75390843e+02],[-2.46511561e-01 -8.90702485e-01  3.81943889e-01  4.03562968e+02],[ 9.53923456e-01 -2.92566101e-01 -6.65966752e-02 -8.49110844e+02],[0. 0. 0. 1.]
[1.57954324e-01 4.08569995e-01 8.98955500e-01 4.71068619e+02],[-2.00928273e-01 -8.78038730e-01  4.34368297e-01  3.98052287e+02],[ 9.66787599e-01 -2.49235926e-01 -5.65967502e-02 -8.55336952e+02],[0. 0. 0. 1.]
[1.35016730e-01 3.56546516e-01 9.24470153e-01 4.73961948e+02],[-2.75453155e-01 -8.82728962e-01  3.80677212e-01  4.07829340e+02],[ 9.51785712e-01 -3.06046013e-01 -2.09713156e-02 -8.53947024e+02],[0. 0. 0. 1.]
[1.98474460e-01 4.14078154e-01 8.88339559e-01 4.79819231e+02],[-2.99336138e-01 -8.37455296e-01  4.57237908e-01  4.06823200e+02],[ 9.33276896e-01 -3.56662180e-01 -4.22649320e-02 -8.49496240e+02],[0. 0. 0. 1.]
[2.04574029e-01 4.18939170e-01 8.84669113e-01 4.73725116e+02],[-2.09758997e-01 -8.64025710e-01  4.57668806e-01  4.07319685e+02],[ 9.56112247e-01 -2.79194458e-01 -8.88809602e-02 -8.55909284e+02],[0. 0. 0. 1.]
[1.74304004e-01 4.29140885e-01 8.86259677e-01 4.81158224e+02],[-1.90284815e-01 -8.68393200e-01  4.57913681e-01  4.01091294e+02],[ 9.66131359e-01 -2.48457947e-01 -6.97054177e-02 -8.47436485e+02],[0. 0. 0. 1.]
[1.81486719e-01 3.75367514e-01 9.08934431e-01 4.76680764e+02],[-3.37012571e-01 -8.44571623e-01  4.16078479e-01  4.03442770e+02],[ 9.23842572e-01 -3.81835048e-01 -2.67749618e-02 -8.47404518e+02],[0. 0. 0. 1.]
[1.91467182e-01 3.73756876e-01 9.07549511e-01 4.80327637e+02],[-3.03747021e-01 -8.56699684e-01  4.16897348e-01  4.06536030e+02],[ 9.33315630e-01 -3.55487621e-01 -5.05023362e-02 -8.52626961e+02],[0. 0. 0. 1.]
[1.48597804e-01 3.31553223e-01 9.31660428e-01 4.71082393e+02],[-2.00241905e-01 -9.12515166e-01  3.56678079e-01  4.05530931e+02],[ 9.68412036e-01 -2.39559038e-01 -6.92069004e-02 -8.55250519e+02],[0. 0. 0. 1.]
[2.03507878e-01 4.21860263e-01 8.83526153e-01 4.82363132e+02],[-1.90349263e-01 -8.68143669e-01  4.58359823e-01  3.97783375e+02],[ 9.60391432e-01 -2.61458387e-01 -9.63732857e-02 -8.44171192e+02],[0. 0. 0. 1.]
[1.97994981e-01 3.41200184e-01 9.18901748e-01 4.76642002e+02],[-3.25349507e-01 -8.61437426e-01  3.89965716e-01  3.95502751e+02],[ 9.24632730e-01 -3.76175485e-01 -5.95509750e-02 -8.49730274e+02],[0. 0. 0. 1.]
[1.71009196e-01 4.40743480e-01 8.81192964e-01 4.72520901e+02],[-2.49293652e-01 -8.45909942e-01  4.71475393e-01  4.08081736e+02],[ 9.53209594e-01 -3.00302440e-01 -3.47838275e-02 -8.47011052e+02],[0. 0. 0. 1.]
[2.15709789e-01 3.97343606e-01 8.91957031e-01 4.72419343e+02],[-2.25557604e-01 -8.68481164e-01  4.41434292e-01  3.97015940e+02],[ 9.50048975e-01 -2.96409389e-01 -9.77160167e-02 -8.49317810e+02],[0. 0. 0. 1.]
[2.05516511e-01 4.10865925e-01 8.88229787e-01 4.79194632e+02],[-2.00948747e-01 -8.70548626e-01  4.49182247e-01  4.02895834e+02],[ 9.57800900e-01 -2.70803031e-01 -9.63491236e-02 -8.51790233e+02],[0. 0. 0. 1.]
[2.22771081e-01 3.87818069e-01 8.94410527e-01 4.81239376e+02],[-2.80161126e-01 -8.53294826e-01  4.39770035e-01  4.08036582e+02],[ 9.33746641e-01 -3.48547106e-01 -8.14378636e-02 -8.54179552e+02],[0. 0. 0. 1.]
[1.88849641e-01 4.03064550e-01 8.95474613e-01 4.81267587e+02],[-1.99270820e-01 -8.77181988e-01  4.36855697e-01  4.08070192e+02],[ 9.61575246e-01 -2.60942002e-01 -8.53365002e-02 -8.52481155e+02],[0. 0. 0. 1.]
[1.87430075e-01 4.79068403e-01 8.57533342e-01 4.75532875e+02],[-2.45361254e-01 -8.22497425e-01  5.13123612e-01  3.97180506e+02],[ 9.51140274e-01 -3.06580254e-01 -3.66159300e-02 -8.53684950e+02],[0. 0. 0. 1.]
[1.81772742e-01 3.99094836e-01 8.98711289e-01 4.78600055e+02],[-2.20001826e-01 -8.74264632e-01  4.32736119e-01  3.98785887e+02],[ 9.58414246e-01 -2.76377756e-01 -7.11158865e-02 -8.50405570e+02],[0. 0. 0. 1.]
[2.09305478e-01 4.59837726e-01 8.62983477e-01 4.73571542e+02],[-1.85294294e-01 -8.47890883e-01  4.96736424e-01  3.99276654e+02],[ 9.60133971e-01 -2.63875569e-01 -9.22628994e-02 -8.47810217e+02],[0. 0. 0. 1.]
[1.61192191e-01 3.90748114e-01 9.06274235e-01 4.78105134e+02],[-2.34072730e-01 -8.76944853e-01  4.19735251e-01  3.99202341e+02],[ 9.58763284e-01 -2.79792129e-01 -4.98931848e-02 -8.55159890e+02],[0. 0. 0. 1.]
[1.44692339e-01 3.84478570e-01 9.11723837e-01 4.78094180e+02],[-1.55878696e-01 -9.01057467e-01  4.04718759e-01  3.95894581e+02],[ 9.77121261e-01 -2.00678026e-01 -7.04440945e-02 -8.47984324e+02],[0. 0. 0. 1.]
[1.88450501e-01 3.96035412e-01 8.98689246e-01 4.23988871e+02],[-2.60647644e-01 -8.62098728e-01  4.34567128e-01  3.55562853e+02],[ 9.46862828e-01 -3.16135628e-01 -5.92372394e-02 -8.17192268e+02],[0. 0. 0. 1.]
[1.88451959e-01 3.96033588e-01 8.98689744e-01 4.23989172e+02],[-2.60649757e-01 -8.62098669e-01  4.34565977e-01  3.45562283e+02],[ 9.46861956e-01 -3.16138074e-01 -5.92381248e-02 -8.17192416e+02],[0. 0. 0. 1.]
[2.54331087e-01 3.57356864e-01 8.98672226e-01 4.23957164e+02],[ -0.40632942  -0.80375026   0.43460548 345.59097687],[ 8.77617284e-01 -4.75690652e-01 -5.92140678e-02 -8.17199282e+02],[0. 0. 0. 1.]
[3.12524030e-01 3.07762126e-01 8.98671912e-01 4.23956952e+02],[ -0.5397287   -0.7209789    0.43460598 345.59122777],[ 7.81678748e-01 -6.20863832e-01 -5.92151804e-02 -8.17199371e+02],[0. 0. 0. 1.]
[3.12537523e-01 3.07748669e-01 8.98671827e-01 4.23947142e+02],[ -0.53967871  -0.72101993   0.43459999 335.57954511],[ 7.81707868e-01 -6.20822855e-01 -5.92603791e-02 -8.17222157e+02],[0. 0. 0. 1.]
[3.12539175e-01 3.07746472e-01 8.98672005e-01 4.23947415e+02],[ -0.53968102  -0.72101852   0.43459946 325.57932794],[ 7.81705609e-01 -6.20825582e-01 -5.92616029e-02 -8.17222254e+02],[0. 0. 0. 1.]
